,,A,B.E.,CDS-PP,CH,IL,JPP,L,MAS,MPT,NC,PAN,PCP-PEV,PCTP/MRPP,PDR,PNR,PPD/PSD,PPM,PS,PTP,PURP,R.I.R.
040321,407,0,15,10,2,2,,1,,,1,6,2,0,2,0,94,0,67,1,1,2
040322,492,1,13,6,2,0,,1,,,0,2,2,5,2,2,120,0,111,0,1,0
040323,455,0,16,9,3,0,,1,,,0,2,2,2,0,0,102,0,62,1,3,1
040404,336,0,5,4,0,1,,0,,,0,0,7,3,1,0,58,1,60,0,0,1
040406,359,0,10,8,1,0,,0,,,0,4,0,1,0,0,37,0,78,0,0,5
040407,2038,2,50,28,8,4,,6,,,3,7,20,5,0,7,319,0,418,3,2,4
040408,511,1,16,9,0,1,,0,,,0,1,8,0,0,0,88,1,95,0,1,6
040502,436,3,20,20,2,2,,2,,,0,4,5,3,1,0,98,0,75,1,0,1
040503,369,1,9,7,0,0,,0,,,0,0,0,0,0,0,77,0,62,2,0,0
040507,224,3,7,5,1,0,,2,,,0,0,4,0,1,0,34,0,31,1,0,3
040509,361,0,12,9,1,0,,0,,,0,3,0,1,0,0,56,2,47,1,0,0
040510,383,0,11,5,0,2,,0,,,0,2,11,1,1,0,50,0,75,0,0,0
040511,206,0,1,21,0,1,,1,,,0,0,1,1,0,0,47,0,29,0,0,0
040514,389,0,1,2,1,1,,0,,,0,2,1,1,0,0,67,0,49,0,0,0
040515,500,2,5,14,2,1,,1,,,0,1,2,0,0,0,75,0,57,0,1,1
040516,396,1,7,15,0,0,,1,,,2,0,2,0,0,0,67,3,55,0,2,2
040517,439,0,3,6,3,0,,0,,,0,1,0,1,0,0,65,1,52,0,0,1
040518,323,0,4,15,2,1,,2,,,0,2,2,1,0,0,90,0,22,1,1,1
040519,322,1,10,8,2,0,,0,,,0,1,3,1,2,2,60,1,61,2,0,1
040520,6285,13,245,174,21,13,,18,,,7,56,68,7,3,5,1166,0,1127,4,11,15
040521,708,0,11,4,1,2,,0,,,0,4,7,2,0,1,82,2,102,2,0,1
040523,266,0,4,2,0,2,,2,,,0,2,2,0,0,1,40,0,52,0,0,0
040524,244,1,5,5,0,0,,0,,,0,2,0,0,0,0,50,0,43,0,0,0
040526,462,0,13,12,1,0,,0,,,1,4,5,1,0,0,82,1,75,1,4,2
040528,336,0,11,4,2,0,,0,,,0,1,2,1,0,1,59,1,55,2,0,4
040530,498,0,4,6,0,1,,1,,,0,3,2,0,0,1,63,0,75,1,0,0
040532,251,0,6,1,2,3,,1,,,0,0,1,1,0,0,55,0,29,1,0,6
040533,353,0,13,10,0,1,,2,,,1,3,2,2,1,1,45,0,67,0,0,0
040534,515,1,7,11,0,1,,1,,,1,2,4,2,1,0,84,0,92,0,2,1
040536,243,1,3,2,1,0,,0,,,0,1,1,1,0,0,53,0,50,0,0,0
040538,307,0,4,7,0,0,,0,,,2,0,1,3,1,0,39,0,35,1,0,1
040539,626,1,10,21,4,0,,0,,,0,3,8,1,0,15,84,0,112,1,1,1
040540,560,2,10,13,3,0,,0,,,0,2,5,0,1,0,83,0,64,1,0,2
040541,435,0,9,22,0,0,,0,,,0,1,4,0,0,0,98,0,71,0,0,2
040542,719,0,8,14,0,1,,1,,,0,2,1,1,0,0,115,0,84,0,2,0
040543,444,0,2,19,2,1,,0,,,1,1,0,2,0,0,67,0,81,0,0,0
040544,440,0,5,9,0,0,,1,,,2,0,11,1,0,0,53,1,91,0,0,2
040604,678,0,6,7,1,0,,0,,,0,1,2,0,0,0,127,1,105,0,3,1
040605,229,0,4,1,2,0,,0,,,0,0,0,0,0,0,60,0,28,0,1,0
040607,397,1,4,5,0,1,,0,,,2,0,2,1,0,0,52,0,57,2,3,1
040608,1935,2,59,25,7,2,,2,,,16,14,5,3,3,1,413,0,353,2,2,9
040609,489,0,7,15,2,0,,1,,,1,7,2,2,2,0,95,0,70,1,0,1
040611,287,0,2,1,0,2,,0,,,1,1,2,1,0,0,47,0,71,1,1,0
040612,202,0,2,5,1,1,,0,,,0,1,3,0,0,0,41,0,49,0,0,1
040613,357,0,4,1,1,0,,0,,,0,0,1,0,0,0,57,0,55,0,1,0
040616,363,0,3,12,4,0,,2,,,0,2,5,0,0,0,82,0,46,2,1,1
040618,230,0,2,5,0,0,,0,,,0,0,3,0,0,0,47,0,46,0,0,0
040619,298,0,1,2,1,0,,0,,,1,0,1,0,0,0,75,1,63,0,0,3
040620,1420,1,31,28,6,3,,3,,,0,7,9,2,0,3,217,2,253,0,3,3
040621,559,0,16,13,1,0,,1,,,3,5,0,0,2,2,116,0,69,0,0,1
040701,402,2,13,13,3,0,,1,,,1,2,3,2,0,1,96,0,24,1,2,0
040702,263,0,3,11,2,0,,0,,,1,0,7,1,0,0,56,0,34,0,0,1
040703,348,1,4,8,1,0,,0,,,0,0,0,0,0,0,80,0,29,0,0,2
040704,263,0,5,5,0,0,,0,,,0,2,3,1,0,0,26,0,33,0,1,0
040708,330,0,6,10,0,0,,0,,,0,4,1,1,2,0,71,1,50,0,0,1
040709,402,1,14,7,1,1,,0,,,1,2,1,1,0,0,77,0,52,0,3,0
040710,220,0,2,16,1,0,,0,,,0,0,2,2,0,1,32,0,22,1,1,0
040711,1270,2,50,32,7,3,,1,,,0,8,49,3,0,0,182,1,211,0,3,4
040712,389,0,8,7,4,2,,0,,,0,3,8,1,0,0,72,0,66,0,2,2
040713,161,0,0,5,0,0,,0,,,0,2,1,0,0,1,50,0,10,0,1,0
040714,274,2,6,9,0,0,,0,,,0,4,1,0,0,0,45,0,53,0,1,0
040716,877,0,26,24,7,1,,3,,,0,0,10,6,0,0,152,0,189,0,2,1
040718,482,0,5,26,4,0,,0,,,1,3,0,1,0,0,129,0,61,0,3,2
040720,590,0,21,16,0,1,,1,,,0,2,11,6,0,1,101,0,99,0,1,1
040721,10992,34,388,263,71,36,,30,,,12,110,236,26,12,16,2026,5,1687,1,12,28
040722,340,0,5,20,0,0,,1,,,0,0,2,1,0,1,63,1,57,0,0,2
040724,420,0,12,16,0,1,,1,,,0,3,1,2,0,1,106,0,67,1,3,0
040727,333,0,6,9,0,0,,2,,,0,3,1,1,0,1,82,0,28,1,2,0
040728,225,0,4,3,2,0,,0,,,0,1,2,2,0,0,46,0,35,0,1,2
040729,631,0,17,11,0,0,,1,,,0,2,8,1,0,0,135,1,90,0,1,2
040730,1062,1,10,41,2,2,,2,,,0,7,2,2,1,1,179,1,131,0,0,5
040731,311,0,5,16,0,0,,0,,,0,0,1,0,0,0,57,0,19,0,0,0
040732,379,0,8,9,0,1,,0,,,0,4,3,4,1,4,44,0,59,1,0,1
040733,387,1,4,12,9,0,,0,,,0,3,5,1,0,0,112,0,59,0,0,1
040734,311,0,9,4,0,0,,0,,,0,0,0,0,0,0,33,1,49,0,0,0
040738,389,0,4,12,1,0,,0,,,0,0,6,0,0,0,78,0,50,0,0,2
040739,497,0,21,9,0,0,,1,,,0,2,5,3,0,1,109,0,94,1,1,0
040740,412,1,15,9,1,0,,2,,,0,3,2,2,0,0,67,0,67,1,0,2
040741,346,0,9,6,0,0,,0,,,1,0,1,2,0,0,71,0,54,0,1,3
040742,168,2,4,5,0,0,,1,,,0,0,2,0,0,0,54,0,16,0,0,2
040801,359,0,9,10,1,0,,0,,,1,1,2,0,0,0,73,0,55,0,0,0
040802,709,0,22,15,3,0,,1,,,0,1,2,0,0,5,106,1,91,0,3,1
040803,170,0,8,2,0,1,,1,,,1,2,0,1,0,0,21,0,50,0,0,0
040804,331,0,6,3,1,0,,0,,,0,1,3,1,0,0,71,0,31,0,0,4
040807,511,3,15,9,5,0,,1,,,1,3,3,1,2,1,100,0,111,1,0,5
040808,372,0,3,8,1,0,,0,,,0,2,2,0,0,0,83,0,49,0,1,1
040809,301,0,4,3,1,0,,3,,,0,0,0,0,0,0,43,0,98,0,0,3
040811,178,0,2,5,0,0,,0,,,0,0,0,0,0,0,47,0,47,0,0,1
040812,403,0,18,6,1,1,,1,,,1,0,0,1,0,0,71,0,65,1,1,1
040813,237,0,5,6,1,1,,0,,,0,1,2,2,1,0,85,0,29,1,0,1
040815,165,1,0,9,0,0,,0,,,0,0,1,0,0,0,56,0,20,1,0,0
040817,478,0,5,6,0,0,,0,,,0,2,0,0,0,0,65,0,76,0,1,1
040819,200,0,2,9,2,0,,0,,,0,0,0,0,0,0,63,0,32,0,0,0
040820,177,0,2,4,1,0,,0,,,0,0,1,0,0,0,42,0,29,0,0,1
040821,365,0,5,3,0,0,,0,,,1,0,0,0,0,1,80,0,58,0,0,0
040822,156,0,4,15,0,0,,0,,,0,1,0,1,0,0,35,0,33,0,1,0
040826,278,0,3,11,0,0,,0,,,0,1,0,0,0,0,94,0,27,0,1,0
040829,309,0,5,8,3,0,,3,,,0,0,2,0,0,0,88,1,51,1,0,0
040830,3754,8,89,76,5,11,,9,,,2,27,21,3,1,3,771,2,598,2,5,15
040831,523,0,4,13,1,1,,1,,,0,0,2,3,0,0,97,0,62,0,0,5
040832,441,1,12,7,4,1,,3,,,1,0,0,1,0,0,58,0,90,0,1,0
040901,414,0,13,4,0,1,,2,,,1,4,6,0,0,0,65,0,77,0,0,1
040903,418,0,10,3,0,1,,1,,,1,4,3,1,0,0,78,0,55,0,1,0
040905,707,1,23,11,2,0,,0,,,0,3,8,2,2,1,127,0,127,3,0,2
040906,186,1,4,3,1,0,,1,,,0,0,5,0,2,0,31,0,37,0,0,0
040909,305,0,4,8,0,0,,0,,,0,1,1,3,0,0,52,0,37,0,0,1
040910,435,0,10,13,0,2,,0,,,0,1,1,2,0,1,66,0,85,0,1,0
040911,445,0,6,3,0,0,,0,,,0,2,6,1,0,0,69,0,62,0,1,0
040913,178,0,7,3,0,0,,0,,,1,2,1,3,1,0,24,1,43,0,0,0
040916,2599,6,94,53,22,3,,6,,,1,15,24,5,1,3,524,4,496,1,2,4
040918,622,1,17,20,3,2,,4,,,1,3,5,1,0,1,117,1,77,0,2,0
040919,1072,5,23,22,4,0,,0,,,1,2,22,1,1,1,161,1,226,0,0,1
040920,439,0,14,21,0,0,,0,,,0,4,0,0,0,0,80,0,93,0,1,1
040921,442,0,6,5,0,1,,0,,,0,1,2,3,0,0,66,0,90,0,0,0
041002,186,0,17,5,0,2,,0,,,0,2,1,2,0,0,38,0,45,0,0,1
041005,685,3,17,10,5,0,,2,,,0,2,8,3,1,0,121,1,131,1,2,1
041009,162,1,13,4,0,0,,1,,,0,1,4,1,0,0,29,0,43,1,0,1
041010,391,0,9,8,1,0,,1,,,0,0,3,3,0,1,66,0,69,1,0,1
041011,163,4,3,1,3,0,,0,,,0,0,2,0,0,1,35,0,24,0,0,2
041012,455,0,20,5,1,0,,0,,,1,3,13,0,1,2,52,0,106,0,0,2
041013,480,0,17,25,3,4,,2,,,0,3,6,4,0,0,91,0,67,0,0,0
041014,163,0,2,5,1,0,,1,,,1,1,1,1,0,0,50,0,22,0,0,0
041015,178,0,10,1,0,0,,1,,,0,1,1,0,0,0,54,0,30,0,0,0
041020,283,0,8,2,1,0,,1,,,0,1,5,5,0,0,29,0,54,0,0,5
041021,321,0,19,6,0,3,,0,,,0,2,3,1,1,0,63,0,52,0,1,1
041022,424,2,26,6,0,0,,1,,,0,0,1,1,0,0,91,1,56,0,0,2
041023,2333,0,79,32,9,7,,6,,,1,15,28,4,0,3,426,1,442,2,2,6
041024,717,1,16,23,0,0,,0,,,1,10,6,5,1,0,132,0,128,0,2,4
041103,904,5,9,1,2,1,,1,,,1,5,2,0,0,0,147,0,169,0,0,0
041107,570,2,2,4,1,1,,0,,,0,1,3,0,0,0,82,0,46,0,0,0
041108,331,0,2,8,0,0,,0,,,2,0,1,1,0,0,72,0,27,0,1,0
041109,249,1,0,0,0,0,,0,,,0,0,0,1,0,1,86,0,32,0,0,1
041110,626,0,13,4,0,1,,0,,,1,1,2,2,0,1,121,0,44,0,2,0
041113,206,0,2,2,0,1,,0,,,0,0,0,0,0,0,58,0,29,2,0,0
041114,1378,0,38,9,4,0,,1,,,1,11,10,4,0,0,247,1,229,0,0,1
041115,793,0,8,6,1,1,,0,,,1,2,4,1,0,0,243,0,75,1,1,3
041116,347,0,11,9,3,0,,2,,,0,2,4,0,0,0,115,0,59,0,0,0
041117,402,0,8,5,2,1,,0,,,0,0,1,1,1,0,84,0,49,0,0,0
041201,266,0,3,4,1,0,,0,,,2,2,5,0,0,1,49,0,52,0,1,3
041203,353,0,4,5,0,0,,0,,,0,0,2,0,1,0,43,0,77,1,0,2
041204,281,0,4,8,0,0,,0,,,0,0,1,0,1,0,45,0,32,0,0,1
041206,260,0,1,2,0,0,,0,,,0,0,1,1,0,0,26,0,59,0,0,0
041207,197,0,1,10,0,0,,0,,,0,1,0,1,0,0,34,0,35,0,0,1
041208,436,0,6,8,2,0,,0,,,0,0,3,0,1,0,59,1,92,0,0,1
041215,239,0,6,9,0,0,,0,,,0,0,0,1,0,0,52,0,22,0,0,2
041216,300,0,1,3,0,0,,0,,,0,0,2,0,0,0,97,0,29,0,1,0
041219,679,0,14,6,1,0,,0,,,0,2,4,1,1,0,98,0,180,0,0,1
041221,321,0,2,2,0,0,,0,,,0,1,0,2,2,1,68,0,39,0,1,1
041226,435,0,7,3,2,0,,0,,,1,1,3,1,2,0,66,1,42,0,0,1
041227,385,0,10,7,0,0,,0,,,0,4,4,0,1,0,78,1,60,0,0,0
041229,171,0,5,5,0,0,,0,,,0,1,3,0,0,0,21,1,22,0,1,0
041230,226,2,1,4,1,0,,4,,,0,0,3,0,0,0,38,1,38,0,1,2
041232,269,1,6,4,0,1,,0,,,1,0,2,2,0,0,50,0,38,0,1,3
041233,188,1,0,3,0,0,,1,,,0,0,1,0,1,0,38,0,27,1,1,0
041234,278,0,0,1,3,0,,0,,,0,4,2,1,1,0,38,0,71,0,0,0
041235,2174,2,59,34,9,1,,4,,,1,15,13,3,3,5,386,0,453,2,2,8
041236,390,1,4,7,0,1,,0,,,0,3,3,1,0,0,60,0,72,0,0,0
041237,301,0,2,3,0,0,,0,,,0,0,1,2,0,0,31,0,58,0,0,0
041238,257,0,2,9,1,0,,1,,,0,1,3,0,0,1,46,0,58,1,1,0
041239,388,0,4,2,1,1,,0,,,2,0,1,0,0,0,28,1,59,1,0,0
041240,491,0,4,7,2,0,,0,,,0,0,1,0,0,0,98,1,51,0,0,3
041241,246,0,5,1,0,0,,0,,,0,0,4,0,2,2,30,0,52,0,1,0
041242,175,0,2,5,2,0,,0,,,0,0,1,1,0,0,48,1,53,1,0,0
041243,291,0,3,3,0,0,,0,,,0,3,0,0,0,0,56,0,55,0,1,0
050102,1831,5,96,29,8,3,,6,,0,,27,47,8,1,2,179,2,362,0,3,9
050104,650,2,32,10,4,2,,1,,1,,13,15,4,0,0,58,0,144,0,1,2
050105,306,1,19,2,2,0,,3,,0,,3,7,2,0,0,28,0,91,0,2,0
050106,3358,6,190,46,32,5,,15,,4,,29,118,16,2,4,308,5,775,2,4,13
050201,4304,16,291,52,24,15,,27,,8,,61,93,11,6,6,434,7,949,2,11,16
050202,614,2,19,7,1,4,,1,,2,,8,6,4,0,0,79,1,155,0,0,0
050203,555,2,28,3,4,2,,0,,2,,6,8,1,1,2,72,2,189,0,1,2
050205,31339,207,2107,538,379,145,,181,,52,,598,781,112,32,66,4822,42,6015,21,42,95
050211,847,2,46,14,8,1,,11,,1,,16,18,3,0,5,109,0,206,1,3,3
050212,494,1,15,13,0,0,,0,,0,,4,6,1,1,1,56,0,146,0,1,0
050214,392,0,12,6,0,0,,0,,0,,3,28,4,0,3,11,1,132,0,2,0
050216,299,1,8,2,0,2,,0,,0,,1,3,0,0,0,24,2,87,0,1,1
050220,680,7,38,9,10,2,,1,,0,,6,12,0,1,2,95,0,195,1,0,1
050221,625,0,19,6,0,0,,0,,0,,6,7,3,0,0,109,2,190,1,2,2
050222,1093,9,54,17,2,2,,8,,1,,7,16,6,1,0,193,2,260,1,1,2
050223,1075,4,42,19,4,0,,2,,0,,12,5,4,1,1,244,1,277,2,0,3
050225,490,4,30,14,5,1,,3,,1,,11,3,3,0,1,74,0,103,0,6,1
050226,1644,4,114,22,15,2,,10,,3,,31,75,14,3,5,140,1,510,0,5,10
050227,1060,3,51,18,7,4,,3,,3,,9,17,4,0,1,94,1,282,1,2,1
050228,1348,5,75,22,6,5,,6,,1,,20,21,5,1,2,135,0,400,2,1,3
050229,691,2,55,5,3,2,,3,,2,,11,19,1,3,1,74,1,221,0,0,1
050230,684,2,29,15,8,3,,0,,3,,7,11,3,1,1,81,2,166,1,2,1
050231,795,6,42,22,9,0,,3,,3,,9,11,4,1,0,92,9,200,3,1,4
050302,516,0,22,12,1,0,,0,,0,,4,14,2,1,0,36,0,160,0,1,1
050305,2677,19,249,51,10,13,,11,,2,,40,183,10,1,4,303,2,647,1,5,5
050308,767,4,43,18,3,5,,0,,3,,7,27,2,0,3,63,0,225,2,0,2
050309,912,9,67,13,4,0,,5,,0,,20,21,2,2,3,126,3,212,1,3,6
050310,654,0,53,14,1,0,,2,,1,,5,5,3,0,0,45,0,215,1,3,1
050311,1398,1,74,40,7,9,,10,,3,,23,41,6,1,2,109,1,310,0,4,4
050312,677,0,55,23,1,3,,2,,0,,12,10,2,0,0,54,0,228,1,4,4
050314,1382,2,76,27,19,4,,4,,0,,27,72,5,0,1,138,1,278,0,1,13
050315,891,9,42,29,4,6,,1,,1,,6,9,2,0,0,104,2,180,0,3,5
050318,583,3,20,9,0,0,,0,,0,,9,13,4,0,1,59,2,166,0,0,1
050322,365,1,16,24,0,0,,0,,0,,0,13,3,0,0,60,0,75,0,1,1
050324,4836,21,412,108,32,18,,22,,8,,64,446,40,2,5,533,5,1102,1,5,15
050325,1114,2,118,14,7,2,,0,,2,,14,64,11,0,2,77,0,342,1,1,1
050327,634,1,27,8,0,0,,2,,0,,2,16,5,1,0,33,0,134,1,0,1
050332,894,2,46,25,3,0,,18,,1,,6,10,6,0,1,88,0,211,0,2,2
050333,3356,14,316,52,20,6,,8,,1,,39,145,14,0,9,135,3,993,3,7,7
050334,849,0,26,16,2,0,,2,,1,,2,26,2,0,0,67,1,147,1,1,5
050335,16758,101,1435,359,64,69,,101,,14,,257,661,65,9,15,1974,9,4058,7,15,44
050336,1268,5,57,37,3,1,,4,,0,,15,42,6,0,4,147,1,356,4,1,1
050337,3819,13,321,60,23,7,,9,,3,,50,96,15,1,2,313,6,1109,1,5,10
050338,707,0,31,22,3,0,,2,,0,,9,11,7,1,3,36,0,159,0,6,3
050401,582,0,42,10,12,3,,3,,1,,8,28,7,1,2,54,2,155,1,1,4
050402,1003,10,76,19,9,5,,6,,3,,18,28,5,1,3,132,2,221,1,1,2
050403,435,0,50,10,8,1,,2,,1,,5,12,5,0,0,61,0,110,1,1,3
050406,873,1,30,29,2,6,,4,,0,,6,17,5,0,2,139,3,199,0,0,1
050408,516,2,17,10,7,2,,2,,0,,3,6,2,0,0,58,0,126,1,0,2
050410,402,2,7,21,1,0,,1,,1,,2,4,1,0,2,64,0,57,0,0,0
050411,467,1,18,6,2,1,,6,,1,,4,17,4,0,0,41,0,90,1,0,1
050412,675,5,44,12,2,2,,7,,1,,9,15,9,0,0,95,1,133,0,1,2
050413,281,4,17,4,0,1,,4,,0,,3,4,1,3,0,46,0,64,1,1,1
050416,476,0,41,12,9,0,,3,,1,,5,4,1,3,0,19,1,140,1,1,0
050419,227,0,12,6,1,0,,0,,1,,0,7,2,0,0,23,0,60,0,0,3
050420,563,1,20,19,2,0,,2,,2,,1,10,2,0,1,80,0,155,2,0,2
050421,700,3,48,9,10,2,,6,,0,,7,4,4,1,1,64,2,134,2,1,2
050424,987,6,33,7,9,3,,3,,1,,6,6,1,0,0,112,0,290,3,4,1
050425,882,1,40,36,6,1,,1,,0,,8,10,3,0,4,166,0,136,2,1,3
050426,761,1,48,9,1,6,,3,,0,,8,11,3,0,3,116,1,183,0,0,3
050427,579,2,30,12,7,0,,4,,1,,6,24,2,0,2,81,1,144,0,0,2
050431,422,0,45,5,6,1,,3,,1,,5,9,2,0,1,43,0,100,1,1,4
050432,907,2,24,26,3,1,,4,,1,,8,12,1,0,2,91,0,174,2,0,3
050433,541,3,7,2,1,2,,0,,0,,6,4,1,0,0,87,0,114,0,1,0
050434,11583,34,928,200,55,65,,133,,23,,164,288,42,5,9,1516,6,2470,13,12,38
050435,1065,1,49,18,8,0,,3,,0,,3,13,4,1,1,169,0,208,0,0,5
050436,1263,2,53,16,2,3,,4,,1,,12,16,3,1,1,108,1,248,1,1,1
050502,248,0,6,3,4,0,,0,,0,,2,3,1,0,0,28,1,63,0,0,3
050505,1123,1,38,15,13,0,,4,,1,,6,10,4,2,1,133,1,275,1,3,7
050506,188,0,9,4,0,0,,0,,0,,4,6,2,0,0,31,0,58,0,0,0
050509,336,5,10,6,1,0,,1,,0,,5,9,2,0,1,35,0,84,1,0,0
050510,621,3,21,22,6,0,,1,,0,,4,10,2,0,1,70,1,212,0,1,4
050511,151,0,2,0,0,0,,0,,1,,3,9,3,0,0,22,0,37,1,0,0
050512,493,2,10,7,1,0,,1,,0,,1,11,1,0,1,42,0,95,1,0,0
050514,536,2,26,6,3,3,,1,,0,,5,15,1,0,1,71,0,118,1,1,2
050516,199,0,11,5,1,0,,1,,0,,3,4,3,0,0,21,0,63,0,3,0
050518,2057,8,101,45,18,5,,15,,7,,24,71,5,1,3,274,5,477,1,3,13
050519,614,0,19,13,7,0,,0,,0,,8,12,3,0,0,82,0,137,1,3,1
050520,661,2,26,12,6,0,,1,,1,,6,12,4,0,1,62,0,178,0,2,10
050521,1006,4,25,12,5,1,,1,,0,,0,34,8,0,0,79,3,216,1,3,2
050601,165,3,2,3,0,0,,0,,0,,1,1,1,0,0,78,0,12,0,0,0
050603,290,2,7,8,2,0,,1,,1,,1,2,1,1,0,66,2,42,1,0,0
050605,168,0,10,8,0,0,,0,,0,,1,1,2,0,0,69,0,33,0,0,0
050606,151,1,1,1,3,0,,1,,0,,1,3,0,0,0,45,0,35,0,0,0
050607,267,0,7,8,1,1,,1,,0,,2,2,0,0,1,90,2,50,0,0,0
050609,491,1,18,9,2,0,,0,,1,,2,10,2,1,1,91,0,115,1,0,3
050610,197,0,7,2,0,0,,0,,0,,5,5,1,0,0,61,0,31,0,0,1
050611,154,0,4,0,0,0,,0,,0,,4,1,0,0,0,56,0,22,0,0,1
050613,914,1,31,21,10,0,,1,,0,,2,12,1,1,1,280,2,143,2,2,1
050614,2032,6,101,55,9,4,,1,,5,,18,12,14,0,9,611,2,329,4,2,9
050704,283,0,11,4,8,0,,3,,0,,2,4,1,0,0,31,1,84,1,1,1
050706,459,3,17,5,5,1,,2,,2,,5,8,4,1,1,47,0,120,0,0,1
050707,289,0,7,4,1,0,,0,,1,,2,4,2,0,0,39,0,82,1,0,0
050708,325,1,21,8,2,2,,1,,0,,2,7,5,0,1,37,1,55,0,0,1
050710,1189,2,73,36,6,1,,6,,2,,7,13,3,0,0,190,0,246,1,3,2
050711,322,2,14,8,1,0,,5,,0,,4,11,3,0,0,24,0,57,1,0,4
050712,212,0,15,1,0,1,,0,,0,,1,2,2,1,0,28,0,66,0,0,2
050713,890,1,64,26,5,2,,1,,1,,7,23,6,1,1,112,0,170,2,12,4
050714,522,2,18,7,0,0,,1,,0,,2,5,1,0,0,60,1,110,1,3,0
050802,611,6,15,14,4,2,,2,,0,,3,9,3,0,0,148,0,130,2,0,0
050805,452,0,17,11,3,3,,4,,0,,2,3,0,0,0,76,1,150,0,0,1
050807,4339,6,173,147,28,19,,15,,6,,53,36,7,4,4,935,2,1011,8,4,19
050808,1720,7,57,41,5,4,,3,,3,,10,8,2,1,3,383,1,391,0,5,1
050901,804,3,34,22,2,2,,4,,1,,13,9,3,2,0,153,0,186,1,0,1
050902,399,0,8,12,1,0,,0,,0,,4,3,2,0,0,77,0,107,0,0,1
050903,895,0,27,16,1,0,,3,,0,,9,4,2,2,3,183,2,170,3,2,2
050911,612,4,18,21,3,3,,0,,1,,5,5,1,1,0,137,0,131,3,0,4
050912,5180,21,212,124,49,17,,21,,8,,53,52,22,6,6,1419,5,916,4,5,17
050913,770,1,24,21,4,1,,1,,0,,4,6,0,1,0,237,0,104,2,2,0
050914,676,2,11,25,2,2,,2,,1,,3,1,1,0,0,205,1,139,2,1,0
050915,3116,9,124,98,25,8,,13,,8,,39,45,9,4,5,739,2,560,2,4,15
050916,582,3,18,29,2,1,,1,,0,,14,3,1,1,1,197,0,102,3,0,1
050917,385,0,6,16,2,0,,0,,0,,2,0,0,0,0,157,0,31,0,1,1
051001,512,3,29,21,3,0,,7,,0,,7,13,2,0,0,185,2,79,0,1,2
051002,107,0,3,2,0,0,,1,,0,,2,1,0,0,0,40,0,20,0,0,0
051003,2131,13,72,111,21,8,,11,,3,,32,29,3,4,4,671,7,318,5,9,9
051101,457,0,29,5,2,1,,0,,0,,8,12,1,0,1,65,0,160,1,3,3
051102,413,2,24,6,0,0,,0,,4,,4,13,1,0,1,58,0,129,1,0,2
051103,473,1,29,7,3,0,,0,,0,,4,11,2,0,2,78,1,137,0,4,1
051104,1467,3,93,16,6,3,,5,,1,,14,55,9,0,0,190,0,443,1,4,4
060102,3432,19,197,51,16,12,3,16,1,2,2,60,66,7,4,4,571,2,740,,3,16
060104,315,1,5,5,0,1,0,0,0,0,1,3,1,1,0,0,79,0,80,,1,1
060105,144,1,3,2,0,0,0,1,0,0,0,1,3,1,0,0,38,0,46,,1,0
060109,269,1,12,3,0,1,0,0,1,0,0,2,4,1,0,0,32,0,99,,0,1
060111,138,1,3,4,1,0,0,0,0,0,0,2,4,0,0,1,26,0,21,,0,2
060112,405,0,11,9,2,0,0,4,0,0,2,2,16,1,0,0,72,0,103,,0,1
060113,832,18,20,10,0,4,2,1,1,0,0,8,16,5,3,2,146,0,173,,0,2
060114,1235,6,47,19,6,1,1,6,0,0,0,12,0,3,4,0,255,1,190,,1,4
060115,559,1,31,15,1,8,0,0,0,2,1,5,5,2,1,2,150,0,90,,2,2
060116,338,1,18,3,0,2,0,1,0,1,0,1,12,1,0,0,37,0,130,,0,0
060119,206,1,8,6,1,1,0,0,0,1,0,1,4,2,0,0,27,0,65,,0,0
060120,342,8,10,4,0,0,0,2,0,1,0,5,8,1,0,1,98,0,87,,0,1
060121,1478,10,60,17,1,1,1,4,0,3,1,24,22,5,0,0,190,1,459,,1,5
060122,482,1,17,7,0,1,0,3,0,1,0,11,10,6,0,0,58,0,162,,1,2
060201,2353,6,135,31,17,7,1,6,1,2,3,20,79,9,2,4,251,0,506,,4,2
060203,2824,7,115,54,11,9,2,13,1,2,2,27,42,4,1,4,541,1,408,,3,11
060205,1032,4,24,14,1,2,0,1,1,1,0,6,14,2,0,1,169,0,248,,2,1
060207,3653,10,98,75,14,5,1,8,0,4,2,39,20,9,5,4,658,0,407,,4,3
060208,1352,7,48,12,2,4,1,3,1,0,1,11,26,4,2,0,207,0,267,,0,8
060209,1216,9,28,23,0,5,2,8,1,3,1,9,13,1,3,0,224,0,194,,0,9
060214,3571,20,181,92,16,10,1,10,3,2,2,33,40,5,2,6,604,1,581,,3,11
060215,776,3,30,23,4,5,0,1,1,3,0,4,7,1,3,0,239,0,82,,0,2
060218,1769,13,86,34,11,5,0,7,2,3,4,20,17,2,11,6,393,0,241,,3,7
060220,8226,46,443,162,30,58,3,42,3,15,5,125,141,13,9,18,1342,6,1425,,5,42
060221,3339,5,75,92,6,8,0,6,1,2,0,27,16,4,4,1,845,0,298,,2,12
060222,1826,2,89,36,10,4,1,5,0,3,3,18,50,3,0,2,211,2,382,,3,6
060223,1904,7,48,31,9,3,0,3,1,1,1,24,16,4,1,1,347,1,288,,3,11
060224,1475,2,43,33,6,5,3,7,3,0,2,17,7,0,1,6,336,2,220,,0,9
